ticker,n_pit,n_iex,P,D,K,V,spread_P,spread_D,seam_step_served,flag
KIE,10,10,1.000254,0.930806,0.93057,1.0,0.0013,0.002,0.905527,
KIM,10,10,1.0,0.831143,0.831143,1.0,0.0009,0.008,0.805988,
KLAC,10,10,10.000279,9.606488,0.960622,10.0,0.001,0.001,0.907914,
KMB,10,10,0.991076,0.858895,0.866629,1.0,0.009,0.0005,0.851215,
KME,10,0,,,,,,,,no_seam_window
KMI,10,10,1.0,0.802171,0.802171,1.0,0.0006,0.0005,0.797453,
KMX,10,10,1.000047,1.000149,1.000103,1.0,0.0006,0.0009,0.970503,no_rebase_needed
KNOW,10,10,,,,,,,,no_yahoo_history
KNX,10,10,0.997834,0.952972,0.95504,1.0,0.0027,0.0009,0.908346,
KO,10,10,1.0,0.885003,0.885003,1.0,0.0004,0.0076,0.860691,
KOL,10,0,,,,,,,,no_seam_window
KR,10,10,1.0,0.916984,0.916984,1.0,0.0007,0.0004,0.899716,
KRE,10,10,1.0,0.88701,0.88701,1.0,0.0004,0.0006,0.850159,
KRTX,10,10,,,,,,,,no_yahoo_history
KSS,10,10,1.000172,0.745516,0.745389,1.0,0.001,0.0099,0.648744,
KWT,10,10,,,,,,,,no_overlap_with_yahoo
KXI,10,10,0.999918,0.906754,0.906828,1.0,0.0027,0.0063,0.88087,
L,10,10,1.0,0.986511,0.986511,1.0,0.0009,0.0008,0.967226,
LATM,10,0,,,,,,,,no_seam_window
LBJ,10,0,,,,,,,,no_seam_window
LBTYA,10,10,1.941,0.999847,0.51512,,0.0008,0.0017,0.498794,P_not_canonical
LBTYK,10,10,1.91,0.999638,0.523371,,0.0012,0.0005,0.506481,P_not_canonical
LC,10,10,,,,,,,,no_yahoo_history
LCID,10,10,0.1,1.000422,10.004222,0.1,0.0013,0.0014,10.238621,
LCPR,10,0,,,,,,,,no_seam_window
LDOS,10,10,0.999952,0.94976,0.949806,1.0,0.0006,0.0038,0.940749,
LEG,10,10,,,,,,,,no_yahoo_history
LEN,10,10,1.033056,0.888644,0.860209,,0.0005,0.0006,0.803405,P_not_canonical
LEVI,10,10,1.0,0.891799,0.891799,1.0,0.0011,0.0007,0.817038,
LH,10,10,1.164,0.928073,0.797314,,0.0003,0.0008,0.790604,P_not_canonical
LHCG,10,10,,,,,,,,no_yahoo_history
LHX,10,10,0.999978,0.920903,0.920924,1.0,0.0009,0.0047,0.931651,
LIN,10,10,1.0,0.943881,0.943881,1.0,0.0004,0.0045,0.905297,
LKQ,10,10,0.994763,0.897218,0.901942,1.0,0.0056,0.0009,0.855612,
LLY,10,10,0.999941,0.966005,0.966062,1.0,0.0006,0.0006,0.961557,
LMT,10,10,0.996732,0.899294,0.902242,1.0,0.0071,0.0005,0.915006,
LNC,10,10,0.999928,0.799798,0.799855,1.0,0.0004,0.0006,0.754248,
LNT,10,10,1.0,0.875781,0.87578,1.0,0.0006,0.0004,0.878114,
LOW,10,10,1.000047,0.924246,0.924203,1.0,0.0008,0.001,0.917298,
LPAL,10,0,,,,,,,,no_seam_window
LPLT,10,0,,,,,,,,no_seam_window
LQD,10,10,0.998023,0.848364,0.850045,1.0,0.0025,0.0004,0.837756,
LRCX,10,10,10.003266,0.955282,0.095497,10.0,0.0014,0.0039,0.088826,
LSTR,10,10,1.00026,0.921421,0.921182,1.0,0.002,0.0013,0.900748,
LULU,10,10,1.000047,0.999966,0.999919,1.0,0.0007,0.0016,0.941762,no_rebase_needed
LUMN,10,10,1.0,0.957114,0.957114,1.0,0.0011,0.0009,0.969856,
LUV,10,10,1.0,0.926042,0.926042,1.0,0.0003,0.0005,0.847086,
LVS,10,10,1.0,0.95014,0.95014,1.0,0.0005,0.0007,0.841015,
LW,10,10,1.0,0.929023,0.929023,1.0,0.0002,0.0006,0.84304,
LYB,10,10,0.988663,0.741104,0.749603,,0.0015,0.0009,0.722909,P_not_canonical
LYFT,10,10,1.0,1.000265,1.000265,1.0,0.0011,0.0005,0.977047,no_rebase_needed
LYV,10,10,1.0,1.0,1.0,1.0,0.0007,0.0007,0.876125,no_rebase_needed
M,10,10,1.0,0.845625,0.845625,1.0,0.0013,0.0067,0.728511,
MA,10,10,1.000151,0.976655,0.976508,1.0,0.0012,0.0015,0.924085,
